Price,address,Local_area,zipcode,beds,baths,sqft,url
355900,41175 N Rose Ln,San Tan Valley,85140,4,2,2000,https://www.zillow.com/homedetails/41175-N-Rose-Ln-San-Tan-Valley-AZ-85140/67434569_zpid/
379900,11423 W Crimson Ln,Avondale,85392,4,3,2205,https://www.zillow.com/homedetails/11423-W-Crimson-Ln-Avondale-AZ-85392/7472490_zpid/
295000,7044 S Petrel Ln,Tucson,85756,4,3,2889,https://www.zillow.com/homedetails/7044-S-Petrel-Ln-Tucson-AZ-85756/67134062_zpid/
850000,11781 N Luzon Ct,Tucson,85737,5,3,3637,https://www.zillow.com/homedetails/11781-N-Luzon-Ct-Tucson-AZ-85737/239253685_zpid/
120000,400 W Baseline Rd SPACE 212,Tempe,85283,3,2,1500,https://www.zillow.com/homedetails/400-W-Baseline-Rd-SPACE-212-Tempe-AZ-85283/2070520505_zpid/
350000,16327 W Latham St,Goodyear,85338,3,3,1773,https://www.zillow.com/homedetails/16327-W-Latham-St-Goodyear-AZ-85338/240305895_zpid/
427000,2331 W Darrel Rd,Phoenix,85041,3,3,2055,https://www.zillow.com/homedetails/2331-W-Darrel-Rd-Phoenix-AZ-85041/58883276_zpid/
515000,4647 S Romano,Mesa,85212,4,2,2302,https://www.zillow.com/homedetails/4647-S-Romano-Mesa-AZ-85212/88795482_zpid/
449000,3257 E Silversmith Trl,San Tan Valley,85143,4,2,2199,https://www.zillow.com/homedetails/3257-E-Silversmith-Trl-San-Tan-Valley-AZ-85143/67436503_zpid/
619900,7233 W Via Montoya Dr,Glendale,85310,5,2,2394,https://www.zillow.com/homedetails/7233-W-Via-Montoya-Dr-Glendale-AZ-85310/7881218_zpid/
385000,13036 N 56th Ave,Glendale,85304,3,2,1916,https://www.zillow.com/homedetails/13036-N-56th-Ave-Glendale-AZ-85304/7896784_zpid/
475000,2706 W Monte Ave,Mesa,85202,3,2,1649,https://www.zillow.com/homedetails/2706-W-Monte-Ave-Mesa-AZ-85202/8251209_zpid/
115000,2310 E Lass Ave,Kingman,86409,3,2,1040,https://www.zillow.com/homedetails/2310-E-Lass-Ave-Kingman-AZ-86409/8385069_zpid/
294000,37683 W Bello Ln,Maricopa,85138,3,2,1556,https://www.zillow.com/homedetails/37683-W-Bello-Ln-Maricopa-AZ-85138/185847873_zpid/
720000,6155 N 186th Ave,Waddell,85355,4,3,2542,https://www.zillow.com/homedetails/6155-N-186th-Ave-Waddell-AZ-85355/8307705_zpid/
319000,2092 Roy Rogers Way,Kingman,86409,3,2,1763,https://www.zillow.com/homedetails/2092-Roy-Rogers-Way-Kingman-AZ-86409/67815108_zpid/
360000,201 Johnson Ln,Young,85554,7,4,3050,https://www.zillow.com/homedetails/201-Johnson-Ln-Young-AZ-85554/2069612241_zpid/
390000,8801 W Edgemont Ave,Phoenix,85037,4,3,2212,https://www.zillow.com/homedetails/8801-W-Edgemont-Ave-Phoenix-AZ-85037/7473764_zpid/
330000,968 Calle Robalo,Rio Rico,85648,4,3,2422,https://www.zillow.com/homedetails/968-Calle-Robalo-Rio-Rico-AZ-85648/108311391_zpid/
325000,46 County Road 8149,Concho,85924,3,2,1792,https://www.zillow.com/homedetails/46-County-Road-8149-Concho-AZ-85924/2069525935_zpid/
199900,5605 E Labrador Ln,Hereford,85615,4,3,2230,https://www.zillow.com/homedetails/5605-E-Labrador-Ln-Hereford-AZ-85615/304675969_zpid/
595000,6410 W Avenida Del Rey,Phoenix,85083,5,3,3126,https://www.zillow.com/homedetails/6410-W-Avenida-Del-Rey-Phoenix-AZ-85083/7925950_zpid/
425000,27 County Road 2048,Alpine,85920,2,2,1557,https://www.zillow.com/homedetails/27-County-Road-2048-Alpine-AZ-85920/7347823_zpid/
