Price,address,Local_area,zipcode,latitude,longitude,beds,baths,sqft,url
"$409,900",1148 N California St,Chandler,85225,33.323493,-111.844482,4 bds,2 ba,"1,568",https://www.zillow.com/homedetails/1148-N-California-St-Chandler-AZ-85225/8189485_zpid/
"$179,900",319 N 88th Pl,Mesa,85207,33.421079,-111.640196,3 bds,3 ba,"1,346",https://www.zillow.com/homedetails/319-N-88th-Pl-Mesa-AZ-85207/8071437_zpid/
"$410,000",8906 E Calle Pasto,Tucson,85715,32.238638,-110.802355,3 bds,3 ba,"2,217",https://www.zillow.com/homedetails/8906-E-Calle-Pasto-Tucson-AZ-85715/8524400_zpid/
"$1,390,000",10970 E Dale Ln,Scottsdale,85262,33.744167,-111.842197,4 bds,4 ba,"4,659",https://www.zillow.com/homedetails/10970-E-Dale-Ln-Scottsdale-AZ-85262/8037991_zpid/
"$95,000",814 N 82nd St #G207,Scottsdale,85257,33.45749,-111.905549,2 bds,1 ba,888,https://www.zillow.com/homedetails/814-N-82nd-St-G207-Scottsdale-AZ-85257/2070306527_zpid/
"$1,199,000",21484 E Mewes Rd,Queen Creek,85142,33.216437,-111.619746,6 bds,4 ba,"5,442",https://www.zillow.com/homedetails/21484-E-Mewes-Rd-Queen-Creek-AZ-85142/67783205_zpid/
"$212,000",139 W Paseo Adobe,Green Valley,85614,31.880183,-110.990996,2 bds,2 ba,"2,060",https://www.zillow.com/homedetails/139-W-Paseo-Adobe-Green-Valley-AZ-85614/8646051_zpid/
"$371,000",873 N Deer Creek Dr,Payson,85541,34.067416,-111.354195,2 bds,2 ba,"1,750",https://www.zillow.com/homedetails/873-N-Deer-Creek-Dr-Payson-AZ-85541/7441956_zpid/
"$179,000",1130 E Morris Ln,Benson,85602,31.989257,-110.27488,3 bds,2 ba,"1,459",https://www.zillow.com/homedetails/1130-E-Morris-Ln-Benson-AZ-85602/7410009_zpid/
"$499,900",521 Monarch Cir,Lakeside,85929,34.143631,-109.959474,3 bds,2 ba,"1,804",https://www.zillow.com/homedetails/521-Monarch-Cir-Lakeside-AZ-85929/71335056_zpid/
"$360,000",7474 W Parnell Dr,Kirkland,86332,34.434121,-112.593612,3 bds,2 ba,"2,175",https://www.zillow.com/homedetails/7474-W-Parnell-Dr-Kirkland-AZ-86332/63540526_zpid/
"$256,399",14814 S Tampico Rd,Arizona City,85123,32.745347,-111.678158,4 bds,2 ba,"1,485",https://www.zillow.com/homedetails/14814-S-Tampico-Rd-Arizona-City-AZ-85123/111043707_zpid/
"$415,000",13623 E Aviara Pl,Vail,85641,32.059786,-110.703318,4 bds,2 ba,"2,338",https://www.zillow.com/homedetails/13623-E-Aviara-Pl-Vail-AZ-85641/67138453_zpid/
"$300,000",10914 W Saratoga Cir,Sun City,85351,33.615175,-112.295308,3 bds,2 ba,"1,617",https://www.zillow.com/homedetails/10914-W-Saratoga-Cir-Sun-City-AZ-85351/7920168_zpid/
"$15,000,000",6121 N Nauni Valley Dr,Paradise Valley,85253,33.525534,-111.955535,4 bds,5 ba,"6,200",https://www.zillow.com/homedetails/6121-N-Nauni-Valley-Dr-Paradise-Valley-AZ-85253/157726267_zpid/
"$143,000",5576 Big Game Trl #18,Flagstaff,86001,35.05926,-111.558986,1.37 acres lot,- Lot / Land for sale,,https://www.zillow.com/homedetails/5576-Big-Game-Trl-18-Flagstaff-AZ-86001/2069520371_zpid/
"$205,000",225 Paseo Montura,Rio Rico,85648,31.439835,-110.93825,3 bds,2 ba,"1,273",https://www.zillow.com/homedetails/225-Paseo-Montura-Rio-Rico-AZ-85648/2069557303_zpid/
"$345,990+","Loon Plan, Lucero at Estrella",Goodyear,85338,33.3708,-112.4034,4 bds,2 ba,"1,613",https://www.zillow.com/community/lucero-at-estrella/2081357879_zpid/
"$235,000",5953 E Grant Rd,Tucson,85712,32.251036,-110.865504,2 bds,2 ba,"1,905",https://www.zillow.com/homedetails/5953-E-Grant-Rd-Tucson-AZ-85712/8454551_zpid/
"$225,000",7801 N 44th Dr UNIT 1030,Glendale,85301,33.551858,-112.153471,3 bds,3 ba,"1,386",https://www.zillow.com/homedetails/7801-N-44th-Dr-UNIT-1030-Glendale-AZ-85301/7724282_zpid/
"$799,900",1780 Coyote Rd,Prescott,86303,34.512753,-112.469713,4 bds,3 ba,"2,748",https://www.zillow.com/homedetails/1780-Coyote-Rd-Prescott-AZ-86303/8739892_zpid/
"$59,000",27697 Santa Fe Ave,Bouse,85325,33.932464,-114.003506,2 bds,1 ba,720,https://www.zillow.com/homedetails/27697-Santa-Fe-Ave-Bouse-AZ-85325/7455552_zpid/
"$365,000",703 E Holmes Ave,Mesa,85204,33.388052,-111.816324,3 bds,2 ba,"1,616",https://www.zillow.com/homedetails/703-E-Holmes-Ave-Mesa-AZ-85204/7629182_zpid/
"$735,000",360 E Day Flower Dr,Oro Valley,85755,32.44822,-110.965418,3 bds,3 ba,"2,336",https://www.zillow.com/homedetails/360-E-Day-Flower-Dr-Oro-Valley-AZ-85755/300513656_zpid/
"$995,000",2044 William Palmer,Flagstaff,86005,35.107242,-111.708573,3 bds,3 ba,"2,685",https://www.zillow.com/homedetails/2044-William-Palmer-Flagstaff-AZ-86005/7368612_zpid/
"$395,000",1056 N Saguaro St,Chandler,85224,33.321861,-111.870197,3 bds,2 ba,"1,587",https://www.zillow.com/homedetails/1056-N-Saguaro-St-Chandler-AZ-85224/8203278_zpid/
"$675,000",8309 E Vernon Ave,Scottsdale,85257,33.473675,-111.901827,3 bds,2 ba,"2,000",https://www.zillow.com/homedetails/8309-E-Vernon-Ave-Scottsdale-AZ-85257/7580710_zpid/
"$350,000",6160 N Tower Ln,Prescott Valley,86314,34.631327,-112.337109,3 bds,2 ba,"1,534",https://www.zillow.com/homedetails/6160-N-Tower-Ln-Prescott-Valley-AZ-86314/8732470_zpid/
"$799,000",163 W Briarwood Ter,Phoenix,85045,33.296503,-112.084594,5 bds,4 ba,"3,300",https://www.zillow.com/homedetails/163-W-Briarwood-Ter-Phoenix-AZ-85045/8134995_zpid/
"$325,000",1223 E Grove St,Phoenix,85040,33.398293,-112.055002,3 bds,2 ba,"1,331",https://www.zillow.com/homedetails/1223-E-Grove-St-Phoenix-AZ-85040/62726453_zpid/
"$510,000",9836 N 181st Ave,Waddell,85355,33.574446,-112.449023,5 bds,3 ba,"3,115",https://www.zillow.com/homedetails/9836-N-181st-Ave-Waddell-AZ-85355/71625192_zpid/
"$575,000",3432 E Zion Way,Chandler,85249,33.24702,-111.783325,3 bds,2 ba,"2,418",https://www.zillow.com/homedetails/3432-E-Zion-Way-Chandler-AZ-85249/94638223_zpid/
"$214,900",4087 Quail Ave,Show Low,85901,34.211933,-110.073445,2 bds,2 ba,"1,198",https://www.zillow.com/homedetails/4087-Quail-Ave-Show-Low-AZ-85901/134019873_zpid/
"$330,000",130 Castle Rock Rd UNIT 20,Sedona,86351,34.782343,-111.765443,2 bds,2 ba,"1,010",https://www.zillow.com/homedetails/130-Castle-Rock-Rd-UNIT-20-Sedona-AZ-86351/8771638_zpid/
"$346,000",14311 N Sky Trl,Tucson,85755,32.466813,-110.956301,2 bds,2 ba,"1,304",https://www.zillow.com/homedetails/14311-N-Sky-Trl-Tucson-AZ-85755/2069547924_zpid/
"$369,900",252 E Refuge Loop,Vail,85641,31.950223,-110.767152,4 bds,3 ba,"2,400",https://www.zillow.com/homedetails/252-E-Refuge-Loop-Vail-AZ-85641/97393646_zpid/
"$79,900",16-123 N Star Vale Dr #A,Payson,85541,34.253315,-111.266223,1 bd,1 ba,559,https://www.zillow.com/homedetails/16-123-N-Star-Vale-Dr-A-Payson-AZ-85541/2069542904_zpid/
"$250,000",1176 E Cougar St,Munds Park,86017,34.946823,-111.628646,3 bds,2 ba,980,https://www.zillow.com/homedetails/1176-E-Cougar-St-Munds-Park-AZ-86017/7379668_zpid/
"$385,000",4419 N 57th Ave,Phoenix,85031,33.501289,-112.181738,5 bds,5 ba,"2,141",https://www.zillow.com/homedetails/4419-N-57th-Ave-Phoenix-AZ-85031/7712692_zpid/
"$188,500",704 S McLane Rd,Payson,85541,34.231636,-111.337795,3 bds,2 ba,"1,336",https://www.zillow.com/homedetails/704-S-McLane-Rd-Payson-AZ-85541/7440298_zpid/
"$349,500",17206 N 34th St,Phoenix,85032,33.642721,-112.008796,3 bds,2 ba,"1,259",https://www.zillow.com/homedetails/17206-N-34th-St-Phoenix-AZ-85032/7998400_zpid/
"$369,900",17596 S Green Willow Pl,Vail,85641,31.935829,-110.797712,4 bds,3 ba,"2,298",https://www.zillow.com/homedetails/17596-S-Green-Willow-Pl-Vail-AZ-85641/71688051_zpid/
"$1,895,000",3961 E Norcroft Cir,Mesa,85215,33.463009,-111.744077,6 bds,6 ba,"7,499",https://www.zillow.com/homedetails/3961-E-Norcroft-Cir-Mesa-AZ-85215/37767514_zpid/
"$315,000",1018 E Ash St,Cottonwood,86326,34.737676,-112.01605,3 bds,2 ba,"1,328",https://www.zillow.com/homedetails/1018-E-Ash-St-Cottonwood-AZ-86326/8776352_zpid/
"$494,900",7537 W Eugie Ave,Peoria,85381,33.607946,-112.221393,4 bds,3 ba,"2,346",https://www.zillow.com/homedetails/7537-W-Eugie-Ave-Peoria-AZ-85381/52429754_zpid/
"$375,000",25802 S Brentwood Dr,Sun Lakes,85248,33.212848,-111.870327,2 bds,2 ba,"1,545",https://www.zillow.com/homedetails/25802-S-Brentwood-Dr-Sun-Lakes-AZ-85248/8218193_zpid/
"$395,000",844 E Rosebud Dr,San Tan Valley,85143,33.168841,-111.557685,5 bds,3 ba,"2,639",https://www.zillow.com/homedetails/844-E-Rosebud-Dr-San-Tan-Valley-AZ-85143/67396826_zpid/
"$389,900",67 Wagon Wheel Ln,Sonoita,85637,31.658037,-110.615954,7 bds,4 ba,"4,000",https://www.zillow.com/homedetails/67-Wagon-Wheel-Ln-Sonoita-AZ-85637/8716833_zpid/
